,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_normalize,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
27,4.50054440498352,0.07574267239147672,0.0014417648315429687,0.0001464575970284158,1,False,saga,"{'alpha': 1, 'normalize': False, 'solver': 'saga'}",-448.8118805130604,-410.9227452022675,-420.04025915545196,-423.21507682875654,-419.9157952015284,-424.58115138021293,12.790087597684241,23,-416.81974108501623,-426.95864313351353,-423.8454112813158,-423.7682659556255,-425.79666565246646,-423.4377454215875,3.5223470024681247
28,0.014909744262695312,0.0012240228179784195,0.0015702247619628906,0.00011398452910522307,10,True,auto,"{'alpha': 10, 'normalize': True, 'solver': 'auto'}",-619.9607047203234,-583.7715289263775,-565.0390532475718,-608.6900479403414,-601.7749313932304,-595.8472532455688,19.372669360567627,36,-588.6505178240326,-597.9800299865421,-600.0799684063574,-595.1646262346949,-595.1122529002433,-595.397479070374,3.8536303944992647
29,0.04878973960876465,0.00031061715638679664,0.0017575740814208985,9.449504955348669e-05,10,True,svd,"{'alpha': 10, 'normalize': True, 'solver': 'svd'}",-619.9607047203233,-583.7715289263775,-565.0390532475718,-608.6900479403415,-601.7749313932304,-595.8472532455689,19.372669360567613,38,-588.6505178240326,-597.9800299865423,-600.0799684063575,-595.1646262346949,-595.1122529002433,-595.3974790703741,3.8536303944993078
30,0.017387533187866212,0.00038793103343680486,0.0017470359802246095,0.00012161447306322804,10,True,cholesky,"{'alpha': 10, 'normalize': True, 'solver': 'cholesky'}",-619.9607047203234,-583.7715289263775,-565.0390532475718,-608.6900479403414,-601.7749313932304,-595.8472532455688,19.372669360567627,36,-588.6505178240326,-597.9800299865421,-600.0799684063574,-595.1646262346949,-595.1122529002433,-595.397479070374,3.8536303944992647
31,0.016016149520874025,0.000945066221696882,0.001606130599975586,0.00016227537047832751,10,True,lsqr,"{'alpha': 10, 'normalize': True, 'solver': 'lsqr'}",-619.9614854746893,-583.7674593846461,-565.0518515810186,-608.6981548227571,-601.7729521880461,-595.8503806902315,19.370255082482675,40,-588.6530147509197,-597.9827382162356,-600.0829403400936,-595.1675791377346,-595.1150794429202,-595.4002703775808,3.853763762591817
32,0.014504432678222656,0.0006643946680327458,0.001390218734741211,8.141483064622536e-05,10,True,sparse_cg,"{'alpha': 10, 'normalize': True, 'solver': 'sparse_cg'}",-619.9614854746892,-583.7674593846463,-565.0518515810187,-608.6981548227571,-601.7729521880458,-595.8503806902314,19.370255082482576,39,-588.6530147509197,-597.9827382162356,-600.0829403400936,-595.1675791377346,-595.1150794429199,-595.4002703775807,3.853763762591823
33,0.09103131294250488,0.00471313189264474,0.0013650894165039063,5.271900062437953e-05,10,True,sag,"{'alpha': 10, 'normalize': True, 'solver': 'sag'}",-619.9481157041266,-583.9743445513216,-565.0031284576503,-608.6863112143822,-601.7551617569364,-595.8734123368833,19.35416718464471,42,-588.6362679936078,-598.179548514079,-600.0402405696905,-595.1658654564535,-595.0919710674063,-595.4227787202474,3.876929186826348
34,0.11233959197998047,0.006576943776726229,0.001531362533569336,0.0001997579504242274,10,True,saga,"{'alpha': 10, 'normalize': True, 'solver': 'saga'}",-619.9769797212767,-583.8087041486444,-565.0399144402941,-608.7257538221635,-601.7963190065069,-595.8695342277772,19.37785935924296,41,-588.6690159767963,-598.0187848513025,-600.0815984630032,-595.1967439243039,-595.1339802139059,-595.4200246858624,3.852054485738988
35,0.013601112365722656,0.0013748689649170124,0.001563262939453125,0.0001671901781907103,10,False,auto,"{'alpha': 10, 'normalize': False, 'solver': 'auto'}",-335.7552942151148,-310.9748837680097,-312.552200140982,-316.9403503615556,-303.0404818019377,-315.85264205752,10.919116864022769,8,-307.92837764225254,-314.0687379764682,-313.7301883908751,-312.51559954646353,-315.6814777881793,-312.78487626884777,2.630220717638686
36,0.046724987030029294,0.0006710639700750697,0.0017879009246826172,7.007527234204941e-05,10,False,svd,"{'alpha': 10, 'normalize': False, 'solver': 'svd'}",-335.755294215117,-310.9748837680089,-312.552200140968,-316.9403503615724,-303.04048180192973,-315.8526420575192,10.919116864026675,7,-307.9283776422511,-314.068737976466,-313.7301883908742,-312.5155995464633,-315.6814777881789,-312.7848762688467,2.6302207176388515
37,0.015524530410766601,0.00019156968289421418,0.0016078472137451172,0.00014457663319617284,10,False,cholesky,"{'alpha': 10, 'normalize': False, 'solver': 'cholesky'}",-335.7552942151148,-310.9748837680097,-312.552200140982,-316.9403503615556,-303.0404818019377,-315.85264205752,10.919116864022769,8,-307.92837764225254,-314.0687379764682,-313.7301883908751,-312.51559954646353,-315.6814777881793,-312.78487626884777,2.630220717638686
38,0.019848155975341796,0.0014949922614058832,0.0016401290893554687,0.00017095635594969552,10,False,lsqr,"{'alpha': 10, 'normalize': False, 'solver': 'lsqr'}",-475.9892216934384,-439.8498862342373,-444.1765116567526,-446.7546852723281,-443.4467005471028,-450.04340108077184,13.159375770183628,26,-442.91678553645147,-452.99572674361804,-449.372286927778,-448.64544508724987,-449.6457682863081,-448.7152025162812,3.263345087724505
39,0.019823217391967775,0.0009267217811097663,0.0016160964965820312,4.0733338027528255e-05,10,False,sparse_cg,"{'alpha': 10, 'normalize': False, 'solver': 'sparse_cg'}",-408.5169603169473,-379.3023833188628,-388.1388963900949,-393.4254094901748,-376.9604901494271,-389.2688279331014,11.312556855496918,17,-379.8898343116878,-395.59354922937314,-385.1892177805125,-393.8100473047803,-387.55441352451584,-388.4074124301739,5.735199153051182
40,4.2110460758209225,0.14964207234869875,0.0014116287231445313,9.958883035231952e-05,10,False,sag,"{'alpha': 10, 'normalize': False, 'solver': 'sag'}",-426.1275638900162,-389.6922199376127,-401.18177024852736,-401.6645846358593,-397.72639024554775,-403.27850579151266,12.202406711483595,20,-395.49391111771223,-405.2543986587548,-401.9850313956007,-402.48291282383303,-405.10832843014924,-402.06491648521,3.5438500788912464
41,4.531161546707153,0.09330269172023178,0.0049555301666259766,0.0070426381147998245,10,False,saga,"{'alpha': 10, 'normalize': False, 'solver': 'saga'}",-448.81647854877167,-410.9255306870306,-420.04415407657297,-423.2202020874454,-419.9111807431116,-424.5835092285864,12.791185910211894,25,-416.8216127432519,-426.9614095311075,-423.8494876879077,-423.7716332340796,-425.791867658863,-423.439202171042,3.5217130501136897
