,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_positive,param_selection,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
70,0.023163986206054688,0.0024908612487589566,0.0015627384185791016,5.1395569648703484e-05,1,False,random,0.1,"{'alpha': 1, 'positive': False, 'selection': 'random', 'tol': 0.1}",-459.39810058192995,-415.08133956711157,-409.921367990639,-420.8131890640711,-418.2003463561064,-424.6828687119716,17.7326597323816,24,-420.25078425808937,-429.4336135166557,-422.34548103987765,-424.1009991765667,-424.89564750619826,-424.2053050994776,3.063326358285957
71,0.013712930679321288,0.0004515578753819291,0.0014545440673828125,0.00010460718336438774,1,False,random,1,"{'alpha': 1, 'positive': False, 'selection': 'random', 'tol': 1}",-505.31686114635835,-450.87097759084344,-444.12141851832536,-475.09303169095216,-454.9625400872898,-466.0729658067538,22.171411067956992,36,-462.74040619689856,-461.67392663285614,-456.57646740804955,-483.2949634694575,-460.0453360072235,-464.8662199428971,9.447638092539298
72,0.019876766204833984,0.0003775206059304381,0.0015194416046142578,2.8620956317344325e-05,10,True,cyclic,0.01,"{'alpha': 10, 'positive': True, 'selection': 'cyclic', 'tol': 0.01}",-659.076924403727,-626.854927358425,-611.5850637637783,-658.4975498636816,-650.214279160353,-641.245748909993,18.883124628925213,77,-635.4717897784842,-642.4974971382369,-643.6554058196903,-642.0048297899641,-640.0040401836161,-640.7267125419983,2.880381040372607
73,0.017058324813842774,0.0004254743013637787,0.0015383720397949218,3.2536441116832774e-05,10,True,cyclic,0.1,"{'alpha': 10, 'positive': True, 'selection': 'cyclic', 'tol': 0.1}",-663.4051783762158,-630.5685193220618,-615.1140380688169,-662.3568311448702,-653.8672607544139,-645.0623655332757,19.079084881355044,81,-639.2160779902571,-646.2802141673424,-647.686511986805,-645.7937853751164,-643.7658928911408,-644.5484964821322,2.947673225747761
74,0.014008855819702149,0.0003061347883716643,0.0015595912933349609,4.186744297359813e-05,10,True,cyclic,1,"{'alpha': 10, 'positive': True, 'selection': 'cyclic', 'tol': 1}",-650.7979582519758,-617.6058986711215,-598.5000998259662,-647.970404206564,-639.6528042570073,-630.905433042527,19.952070261376008,73,-625.0218426237593,-632.2964780740609,-633.1360775594873,-631.7918637718867,-629.7545427096753,-630.4001609477739,2.91071214667953
75,0.02309260368347168,0.003467408240921981,0.0025089740753173827,0.0018598284502752286,10,True,random,0.01,"{'alpha': 10, 'positive': True, 'selection': 'random', 'tol': 0.01}",-658.0749126724781,-637.4867199579644,-609.5434063603374,-658.0941218997604,-653.1314616631872,-643.2661245107455,18.47765042940051,78,-634.2562268711047,-653.0851447453184,-641.857945283271,-641.5415416140652,-642.7880118852113,-642.7057740797941,6.0200863349843905
76,0.017002344131469727,0.0027844485703447303,0.001563692092895508,1.4923250991309771e-05,10,True,random,0.1,"{'alpha': 10, 'positive': True, 'selection': 'random', 'tol': 0.1}",-669.4769060995475,-633.6175983683099,-605.1235558886829,-660.3358571844045,-650.1722847405086,-643.7452404562907,22.68425767588116,79,-648.5082773331012,-649.2862877596581,-637.4534360474582,-643.3613985675111,-639.9837852339764,-643.718636988341,4.631821876746514
77,0.015152788162231446,0.0016359272183201748,0.0016024112701416016,4.54408549234075e-05,10,True,random,1,"{'alpha': 10, 'positive': True, 'selection': 'random', 'tol': 1}",-669.8122769857879,-673.1491313256731,-636.9115429555465,-715.9270841384781,-683.0172293873724,-675.7634529585716,25.367130803372415,83,-642.944810039106,-690.5193662113145,-670.7612584805906,-694.9503279660855,-670.40804182311,-673.9167609040413,18.4368516393438
78,0.022369861602783203,0.000913957426995627,0.0017113685607910156,0.00010639593045657049,10,False,cyclic,0.01,"{'alpha': 10, 'positive': False, 'selection': 'cyclic', 'tol': 0.01}",-657.8722556448804,-625.5451850431231,-610.6582330483728,-657.3994201189604,-649.8399735075233,-640.263013472572,18.91305106950322,76,-633.9368742457815,-640.9543516530496,-642.7341983500357,-640.9689280507116,-639.7010188331112,-639.659074226538,3.019774196758451
79,0.01890883445739746,0.00025778809061544,0.0016587257385253906,5.2402733211255495e-05,10,False,cyclic,0.1,"{'alpha': 10, 'positive': False, 'selection': 'cyclic', 'tol': 0.1}",-661.783933123252,-629.0237738143853,-614.9905785025373,-661.6483039234599,-653.8672607544139,-644.2627700236096,18.92396570202086,80,-637.4791259541892,-644.6477178430423,-647.5563620784823,-645.1410063891116,-643.7658928911408,-643.7180210311932,3.3629804930435347
80,0.014788055419921875,0.0002785667251575542,0.0015733718872070312,5.8247644848875645e-05,10,False,cyclic,1,"{'alpha': 10, 'positive': False, 'selection': 'cyclic', 'tol': 1}",-650.7979582519758,-617.6058986711215,-598.5000998259662,-647.970404206564,-639.6528042570073,-630.905433042527,19.952070261376008,73,-625.0218426237593,-632.2964780740609,-633.1360775594873,-631.7918637718867,-629.7545427096753,-630.4001609477739,2.91071214667953
81,0.024228620529174804,0.0021184960385694554,0.0015541553497314454,0.00013063672579113466,10,False,random,0.01,"{'alpha': 10, 'positive': False, 'selection': 'random', 'tol': 0.01}",-656.349323910574,-627.2715299096311,-609.7817041121019,-656.9015510143337,-648.0812975323383,-639.6770812957958,18.400587836216076,75,-632.217876635586,-642.5448580741487,-642.056915873041,-640.3653861211195,-638.303816465437,-639.0977706338665,3.747241813391474
82,0.02010345458984375,0.0017800747081986358,0.0017133235931396484,0.00022681051029041884,10,False,random,0.1,"{'alpha': 10, 'positive': False, 'selection': 'random', 'tol': 0.1}",-664.9876665718128,-642.6441905706051,-615.2935439274239,-699.2323990713205,-668.2037907221252,-658.0723181726576,27.973815207499573,82,-640.5168802320701,-658.2652489240019,-647.002064254106,-678.8648453228076,-659.0983636755708,-656.7494804817113,13.079859343759564
83,0.013378620147705078,0.000674475246366764,0.0015761375427246094,6.460649042107617e-05,10,False,random,1,"{'alpha': 10, 'positive': False, 'selection': 'random', 'tol': 1}",-694.0089118110864,-658.5498887110914,-609.9202036615993,-733.9445840319394,-697.356757719222,-678.7560691869877,41.88334538891087,84,-666.3426666582938,-674.606950177935,-645.4752019376361,-712.4647631126605,-687.0272921515319,-677.1833748076115,22.231717042140122
